abbr,aggregate_market_value,capital_stock_in_circulation,code,total_stock_issue,traded_market_value
诚迈科技,1006361.31,21692.10,300598,21698.17,1006079.48
康泰生物,1553646.69,88583.12,300601,111692.79,1232191.16
飞荣达,1154212.80,39126.13,300602,58000.64,778610.06
长川科技,2660565.90,48612.61,300604,63046.59,2051452.21
拓斯达,1477660.53,33769.00,300607,47697.24,1046163.58
富瀚微,1110986.84,21902.47,300613,23222.97,1047813.99
安靠智电,470616.76,14059.16,300617,16736.02,395343.68
寒锐钴业,1020247.40,27132.08,300618,30832.50,897800.39
光库科技,1050046.82,24685.35,300620,24918.05,1040240.59
捷捷微电,2469613.20,71198.78,300623,83207.99,2113179.67
万兴科技,1221692.23,17123.32,300624,19333.63,1082022.69
华测导航,2356095.95,45345.28,300627,54946.27,1944405.65
亿联网络,4353843.37,72306.35,300628,126381.52,2490953.77
开立医疗,1327994.37,43271.24,300633,43271.24,1327994.37
彩讯股份,1163672.91,43468.09,300634,45121.09,1121042.04
广和通,2141739.01,53292.66,300638,76545.35,1491128.49
正丹股份,1350882.37,53268.23,300641,53268.23,1350882.37
晶瑞电材,928176.37,99756.06,300655,105956.21,873863.09
弘信电子,1347873.75,45660.42,300657,48836.01,1260227.66
江苏雷利,1913105.66,31912.75,300660,31938.32,1911574.01
圣邦股份,4606224.38,45428.65,300661,47374.52,4417027.67
科蓝软件,900910.16,44158.47,300663,47844.41,831503.95
江丰电子,2020947.64,22052.11,300666,26532.07,1679709.32
富满微,649036.65,21713.66,300671,21772.45,647284.23
国科微,1500224.90,21033.77,300672,21714.07,1453222.90
宇信科技,1654534.09,70313.30,300674,70405.71,1652362.48
华大基因,2000933.42,41356.00,300676,41582.16,1990050.84
英科医疗,1470761.83,46912.27,300677,64620.47,1067723.29
中科信息,913758.94,28554.89,300678,29638.63,880347.36
电连技术,2114685.65,35775.31,300679,42378.47,1785188.06
朗新集团,1506945.03,103406.95,300682,108024.73,1442526.96
中石科技,724512.81,20324.50,300684,29950.92,491649.58
艾德生物,804990.91,38959.74,300685,39306.20,797895.40
赛意信息,1233830.61,33085.79,300687,41018.30,995220.50
创业黑马,466319.19,14829.41,300688,16737.95,413147.32
盛弘股份,978112.54,26749.40,300693,31279.58,836453.72
爱乐达,629985.76,16870.54,300696,29315.30,362547.85
光威复材,2491561.94,82144.30,300699,83135.20,2461864.82
天宇股份,741191.35,21116.45,300702,34797.72,449780.35
九典制药,791433.92,36599.91,300705,49619.68,583768.51
聚灿光电,766531.69,52260.44,300708,68015.23,588975.17
精研科技,625403.72,14922.64,300709,18607.67,501550.05
永福股份,431730.97,18658.05,300712,18754.60,429508.22
长盛轴承,2327488.64,19384.20,300718,29877.90,1510029.44
新余国科,847428.34,27675.65,300722,27675.65,847428.34
一品红,1623835.49,41764.99,300723,45169.28,1501451.35
捷佳伟创,1995180.56,28713.60,300724,34771.36,1647586.53
药石科技,634541.19,16839.54,300725,19972.97,534992.23
宏达电子,1419200.11,21328.34,300726,41183.98,734974.68
乐歌股份,477491.64,32001.47,300729,34130.93,447700.52
光弘科技,2082888.31,75710.95,300735,76746.07,2054795.25
科顺股份,537224.62,88691.61,300737,110996.82,429267.41
奥飞数据,2289462.87,98486.00,300738,98513.89,2288814.56
水羊股份,522315.32,35735.03,300740,38833.85,480636.09
华宝股份,1009427.32,61587.72,300741,61588.00,1009422.65
锐科激光,1182172.09,50503.84,300747,56482.18,1057045.34
金力永磁,2918524.60,113433.99,300748,137213.19,2412741.00
宁德时代,109323085.46,390255.63,300750,440339.49,96888766.08
迈为股份,2193329.30,19207.34,300751,27940.50,1507776.21
华致酒行,825260.83,41642.71,300755,41679.84,824525.73
罗博特科,2031002.62,14817.11,300757,15503.84,1941041.54
康龙化成,4143195.57,141938.46,300759,177819.55,3307166.15
迈瑞医疗,27158687.23,121241.92,300760,121244.14,27158189.95
立华股份,1595698.60,60126.16,300761,82764.45,1159232.46
上海瀚讯,1390316.22,62796.58,300762,62796.58,1390316.22
锦浪科技,2216699.68,32150.91,300763,39933.34,1784697.04
新诺威,5774281.59,124707.24,300765,140459.29,5126714.78
每日互动,1494570.38,35567.30,300766,39217.28,1355469.95
迪普科技,1073263.01,42066.77,300768,64382.90,701253.07
德方纳米,815347.17,25175.32,300769,28018.80,732601.69
新媒股份,899797.08,22913.09,300770,22913.09,899797.08
运达股份,863261.45,69521.07,300772,78692.93,762646.14
拉卡拉,1668370.65,73433.50,300773,78808.25,1554587.22
三角防务,1439977.88,53219.63,300775,55023.99,1392757.62
帝尔激光,1595131.43,16760.09,300776,27356.05,977280.82
中简科技,1582947.13,42374.28,300777,43970.75,1525474.02
惠城环保,2654656.49,15654.38,300779,19604.58,2119759.74
因赛集团,573712.40,8110.42,300781,10996.98,423120.53
卓胜微,3963669.95,44758.94,300782,53454.75,3318875.06
三只松鼠,1088314.00,27959.60,300783,40100.00,758823.54
值得买,686647.15,12223.95,300785,19885.52,422092.84
中信出版,574828.03,19015.15,300788,19015.15,574828.03
宇瞳光学,799118.14,29707.63,300790,37411.90,634554.92
仙乐健康,620709.09,19770.43,300791,23727.41,517194.42
壹网壹创,583589.94,21253.37,300792,23694.27,523470.44
佳禾智能,611882.94,37206.57,300793,38052.42,598281.67
贝斯美,343085.73,36114.29,300796,36114.29,343085.73
矩子科技,521889.18,19455.23,300802,28929.56,350972.41
指南针,3522535.30,59074.03,300803,59825.67,3478278.96
斯迪克,723920.90,31642.07,300806,45330.05,505323.81
华辰装备,1076273.90,14111.29,300809,25353.92,599024.28
铂科新材,1216179.72,22957.96,300811,28846.77,967907.63
中富电路,568738.92,19143.01,300814,19143.01,568738.92
玉禾田,649306.37,38683.84,300815,39859.20,630159.81
英杰电气,960939.93,11100.97,300820,22161.90,481338.26
东岳硅材,902400.00,119978.20,300821,120000.00,902236.06
阿尔特,507503.25,48441.02,300825,49804.05,493613.99
上能电气,1046305.73,26634.78,300827,35955.52,775072.06
新产业,4078666.21,68020.75,300832,78571.88,3530957.27
浩洋股份,429182.27,8126.01,300833,12649.05,275715.43
康华生物,701959.63,12189.44,300841,13294.69,643602.25
帝科股份,551597.57,12618.81,300842,14176.24,490997.96
首都在线,974900.27,39025.78,300846,50046.22,760222.10
中船汉光,499664.88,29601.00,300847,29601.00,499664.88
美瑞新材,723130.09,23942.37,300848,42788.76,404626.03
新强联,1075634.02,24947.79,300850,36277.71,739702.07
图南股份,897856.50,29295.61,300855,39553.15,665010.43
科思股份,704356.53,32610.98,300856,33977.64,676025.53
协创数据,2613929.35,24455.99,300857,24525.51,2606519.37
锋尚文化,485156.54,11189.75,300860,19093.13,284331.62
美畅股份,905302.63,24194.00,300861,48001.20,456298.93
安克创新,4798639.31,29640.19,300866,53141.08,2676508.78
康泰医学,545648.44,25336.10,300869,40180.30,344064.23
欧陆通,1309015.95,10640.68,300870,10640.68,1309015.95
天阳科技,701340.84,39381.62,300872,45989.56,600569.77
万胜智能,448763.46,26632.70,300882,28620.12,417600.78
谱尼测试,397857.86,36219.72,300887,54575.84,264041.77
稳健医疗,2996086.86,17550.57,300888,58232.98,902976.73
松原安全,778215.89,11313.33,300893,22635.72,388952.26
火星人,528407.35,29407.18,300894,40772.17,381117.05
爱美客,5164943.89,20859.16,300896,30259.21,3560449.53
广联航空,661516.27,21953.81,300900,29664.41,489569.94
瑞丰新材,1757450.78,20426.69,300910,29178.99,1230299.83
兆龙互连,1328436.96,21217.94,300913,25956.17,1085934.35
特发服务,762697.00,16900.00,300917,16900.00,762697.00
中伟股份,3064283.69,90981.78,300919,93708.98,2975104.21
法本信息,983887.03,33057.86,300925,42870.89,758677.92
博俊科技,1120304.32,28309.93,300926,41943.25,756158.35
博硕科技,488255.38,15110.40,300951,16947.43,435330.72
震裕科技,1826406.52,8986.63,300953,12466.94,1316541.03
贝泰妮,1859604.00,42360.00,300957,42360.00,1859604.00
恒帅股份,649376.00,3036.03,300969,11200.00,176028.95
万辰集团,2754023.33,15572.81,300972,17998.98,2382796.36
立高食品,780151.55,11381.25,300973,16934.05,524334.17
商络电子,760515.20,46915.83,300975,68700.56,519358.25
东箭科技,456941.66,18896.01,300978,42270.27,204265.85
华利集团,6301800.00,116699.24,300979,116700.00,6301758.69
中红医疗,473859.48,35743.21,300981,39000.78,434279.97
同飞股份,833950.69,7738.39,300990,16939.89,380960.79
欢乐家,654897.79,38600.73,300997,43747.35,577852.86
金龙鱼,17034640.61,54264.71,300999,542159.15,1704997.18
嘉益股份,1010648.29,13447.50,301004,14541.70,934601.41
百洋医药,953999.05,52555.18,301015,52561.93,953876.54
漱玉平民,466155.68,24335.28,301017,40535.28,279855.68
申菱环境,1036008.68,19897.54,301018,26605.26,774810.26
怡合达,1465008.26,46188.30,301029,63420.27,1066949.77
仕净科技,368135.28,16144.69,301030,20238.33,293671.93
中熔电气,837083.90,4766.84,301031,6627.74,602051.94
润丰股份,1504370.88,28031.77,301035,28077.10,1501942.26
中集车辆,1555523.27,145368.00,301039,187412.44,1206554.40
义翘神州,735659.02,11958.06,301047,12163.67,723223.60
金鹰重工,502400.06,53333.34,301048,53333.34,502400.06
雷电微力,1322609.92,20809.19,301050,24479.18,1124320.61
信濠光电,369877.50,13417.33,301051,16920.29,293302.84
中粮科工,567087.59,51227.42,301058,51227.42,567087.59
匠心家居,1241053.10,11125.16,301061,16737.06,824930.34
凯盛新材,697843.65,39196.11,301069,42064.11,650263.53
力量钻石,736570.65,19459.42,301071,26027.23,550701.49
孩子王,1574692.79,125469.05,301078,126177.31,1565853.71
百普赛斯,562920.00,9058.62,301080,12000.00,424939.76
亚康股份,520306.95,5891.17,301085,8677.57,353234.80
可孚医疗,700667.29,19424.70,301087,20909.20,650921.76
华润材料,1086528.32,147940.91,301090,148635.89,1081448.02
深城交,1447586.40,40560.00,301091,40560.00,1447586.40
广立微,1007413.87,10761.90,301095,20028.11,541323.35
百诚医药,382080.54,6943.03,301096,10922.83,242867.26
明月镜片,1074664.03,19091.69,301101,20151.21,1018159.56
军信股份,1200560.57,9865.08,301109,56364.35,210126.27
益客食品,490285.72,44897.73,301116,44897.96,490283.26
奕东电子,501305.60,9214.88,301123,23360.00,197751.33
武汉天源,1070231.39,43426.15,301127,64705.65,718268.54
中科江南,856015.51,20850.76,301153,35285.06,505839.46
海力风电,1379783.71,12180.00,301155,21739.15,773064.68
锐捷网络,4071590.91,6818.18,301165,56818.18,488590.91
易点天下,1256160.28,30877.50,301171,47188.59,821959.12
毓恬冠佳,407992.52,1686.19,301173,8783.48,78323.63
中科环保,777152.64,62188.00,301175,147188.00,328352.64
迪阿股份,1106427.66,4001.00,301177,40001.00,110667.66
泽宇智能,550527.44,8600.29,301179,33548.29,141130.76
万祥科技,538013.45,40001.00,301180,40001.00,538013.45
菲菱科思,586009.24,2619.03,301191,6934.20,221334.43
大族数控,1601880.00,5840.31,301200,42000.00,222749.24
联特科技,901980.29,6795.83,301205,12974.40,472445.96
三元生物,581484.06,10761.12,301206,20232.57,309274.59
华兰疫苗,970058.38,14164.85,301207,60102.75,228620.66
亨迪药业,465984.00,7200.00,301211,28800.00,116496.00
中汽股份,790795.20,132240.00,301215,132240.00,790795.20
万凯新材,683181.32,28482.34,301216,51521.97,377675.89
铜冠铜箔,856373.06,22901.55,301217,82901.55,236573.06
腾远钴业,1362182.82,17192.93,301219,29471.72,794657.34
软通动力,5684294.12,68031.54,301236,95294.12,4058081.30
瑞泰新材,1276733.28,21333.33,301238,73333.33,371413.28
普瑞眼科,629148.10,7078.95,301239,14961.90,297669.69
宏源药业,528808.99,16094.66,301246,40000.68,212771.41
威尔高,435770.64,5392.62,301251,13462.18,174559.24
格力博,772210.17,21227.09,301260,49029.22,334326.62
海看股份,970776.00,12207.54,301262,41700.00,284191.51
泰恩康,969708.80,30358.61,301263,42549.75,691872.62
华厦眼科,1605240.00,32882.89,301267,84000.00,628391.98
铭利达,696290.04,18039.23,301268,40039.68,313702.13
华大九天,6518558.87,26232.14,301269,54294.18,3149431.28
汉朔科技,2394163.20,3176.08,301275,42240.00,180019.95
鸿日达,630343.50,7870.98,301285,20667.00,240064.91
侨源股份,1153488.30,3965.90,301286,40010.00,114336.90
明阳电气,1352138.20,17477.12,301291,31220.00,756934.05
三博脑科,881624.30,16094.57,301293,20598.70,688847.56
富乐德,1313968.37,13839.00,301297,33839.00,537368.37
川宁生物,2567915.48,61589.24,301301,222716.00,710123.89
真兰仪表,547792.00,10157.98,301303,40880.00,136116.87
朗坤科技,416505.90,12612.20,301305,24357.07,215668.53
美利信,551772.00,10899.16,301307,21060.00,285558.10
江波龙,3226353.01,11593.56,301308,41598.16,899196.45
昆船智能,429120.00,8724.24,301311,24000.00,155989.35
慧博云通,1171600.00,24282.65,301316,40400.00,704196.86
曼恩斯特,757163.18,5789.47,301325,14389.27,304641.91
华宝新能,838780.80,3463.42,301327,12480.00,232776.23
维峰电子,436717.14,3413.38,301328,10989.36,135647.88
熵基科技,589722.22,7660.01,301330,19631.23,230106.81
德尔玛,469409.06,26489.75,301332,46156.25,269400.76
诺思格,425537.01,5714.43,301333,9658.13,251777.85
通行宝,923559.03,12004.35,301339,41452.38,267456.87
涛涛车业,705128.63,2868.37,301345,10863.17,186186.16
蓝箭电子,464000.00,12928.26,301348,20000.00,299935.73
湖南裕能,2268730.20,38343.31,301358,75725.31,1148765.71
美好医疗,1030476.44,11215.91,301363,40666.00,284211.16
一博科技,700050.00,5471.10,301366,15000.00,255336.40
怡和嘉业,724864.00,5652.48,301367,8960.00,457285.52
丰立智能,835055.30,6412.14,301368,12010.00,445836.37
国科恒泰,472011.80,32374.86,301370,47060.00,324719.81
敷尔佳,1318663.68,5944.00,301371,40008.00,195914.24
致欧科技,760039.50,19278.94,301376,40150.00,364950.33
鼎泰高科,1129140.00,7102.40,301377,41000.00,195600.10
赛维时代,805801.40,19229.90,301381,40010.00,387290.19
蜂助手,921211.35,13657.96,301382,22038.55,570902.83
天键股份,623466.36,7025.72,301383,16287.00,268944.75
隆扬电子,567567.00,8207.70,301389,28350.00,164318.25
汇成真空,1229900.00,2250.00,301392,10000.00,276727.50
昊帆生物,526500.00,4035.90,301393,10800.00,196750.12
华人健康,471211.78,14917.13,301408,40001.00,175723.79
波长光电,619091.30,4630.85,301421,11571.80,247750.39
泓淋电力,591823.85,18324.69,301439,38910.18,278718.57
钧崴电子,833333.44,6108.50,301458,26666.67,190890.76
致尚科技,796406.68,7890.51,301486,12868.10,488343.39
盟固利,870513.53,27279.40,301487,45961.64,516671.84
豪恩汽电,566996.00,2341.12,301488,9200.00,144283.53
乖宝宠物,4251272.90,17902.19,301498,40004.45,1902465.93
飞南资源,788117.52,10289.33,301500,40210.08,201670.93
民生健康,468512.39,11053.19,301507,35655.43,145238.86
中机认检,720985.70,5883.64,301508,22608.52,187629.28
固高科技,1326033.15,27915.93,301510,40001.00,925412.95
德福科技,919009.48,37454.56,301511,63032.20,546087.41
中远通,420771.93,7017.54,301516,28070.18,105192.98
陕西华达,583344.18,4247.67,301517,10802.67,229374.18
上大股份,1233481.73,7437.33,301522,37186.67,246696.35
儒竞科技,814193.49,4940.12,301525,9431.18,426480.53
国际复材,1417850.15,140439.29,301526,377087.80,528051.74
星宸科技,2442148.00,18658.84,301536,42106.00,1082212.55
斯菱股份,1444300.00,6721.15,301550,11000.00,882487.00
无线传媒,1914447.86,3788.23,301551,40001.00,181304.88
托普云农,747393.92,1935.45,301556,8528.00,169622.69
三态股份,692611.37,21928.19,301558,78885.12,192529.47
中集环科,891600.00,9000.00,301559,60000.00,133740.00
