abbr,aggregate_market_value,capital_stock_in_circulation,code,total_stock_issue,traded_market_value
国泰海通,30587544.59,1349399.33,601211,1762970.87,23412078.37
君正集团,4691537.67,843801.74,601216,843801.74,4691537.67
林洋能源,1151634.56,206016.92,601222,206016.92,1151634.56
陕西煤业,18973115.00,969500.00,601225,969500.00,18973115.00
上海银行,15130141.94,1420670.60,601229,1420670.60,15130141.94
环旭电子,3076902.49,219621.88,601231,219621.88,3076902.49
桐昆股份,2604376.49,239589.81,601233,240477.98,2594757.63
广汽集团,8167849.79,738369.76,601238,1019706.59,5914341.77
农业银行,192840651.66,31924421.08,601288,34998303.39,175903560.14
青岛港,5816025.60,539207.50,601298,649110.00,4831299.20
骆驼股份,1003039.93,117314.61,601311,117314.61,1003039.93
中国平安,94237964.09,1076265.77,601318,1821023.46,55696753.57
中国人保,32946872.98,3549775.66,601319,4422399.06,26445828.65
秦港股份,1799146.66,475755.90,601326,558741.20,1531934.00
交通银行,55771307.71,3925086.40,601328,7426272.66,29477398.88
绿色动力,994925.40,98909.31,601330,139345.29,706212.51
广深铁路,2096726.95,565223.70,601333,708353.70,1673062.15
新华保险,15444875.22,208543.93,601336,311954.66,10325010.17
三六零,7321537.54,699955.79,601360,699955.79,7321537.54
中原证券,1810725.03,344751.97,601375,464288.47,1344532.68
兴业证券,5034780.59,863598.73,601377,863598.73,5034780.59
中国中铁,13781218.87,2047485.79,601390,2474186.51,11404495.87
工商银行,255543286.33,26961221.25,601398,35640625.71,193311956.39
东吴证券,3920306.54,496870.28,601555,496870.28,3920306.54
三星医疗,3661562.05,140300.59,601567,141100.66,3640800.21
长沙银行,3784282.08,402068.36,601577,402155.38,3783463.29
北辰实业,572393.40,266000.00,601588,336702.00,452200.00
中国外运,3472047.23,525591.69,601598,729421.69,2501816.43
中国铝业,11013915.79,1313353.92,601600,1715563.21,8431732.15
中国太保,30621546.85,684504.15,601601,962034.15,21787766.95
上海医药,6738093.41,278920.75,601607,370836.18,5067990.04
明阳智能,2378257.05,227149.67,601615,227149.67,2378257.05
中国中冶,6092744.04,1785261.92,601618,2072361.92,5248670.04
嘉泽新能,937229.49,243436.23,601619,243436.23,937229.49
中国人寿,106388349.62,2082353.00,601628,2826470.50,78379766.92
长城汽车,19926592.77,620924.13,601633,855953.30,14455113.81
旗滨集团,1465200.33,268351.71,601636,268351.71,1465200.33
平煤股份,2051900.17,246935.32,601666,247515.10,2047093.80
中国建筑,22974137.09,4132039.04,601668,4132039.04,22974137.09
中国电建,8234104.16,1307152.58,601669,1722615.93,6248189.36
滨化股份,856143.09,202983.63,601678,205803.63,844411.89
华泰证券,14768666.53,729433.07,601688,902730.23,11933525.06
拓普集团,8842107.43,173783.56,601689,173783.56,8842107.43
潞安环能,3290550.12,299140.92,601699,299140.92,3290550.12
郑煤机,2762013.69,154216.57,601717,178539.99,2385730.38
上海电气,11466739.49,1265532.71,601727,1557980.91,9314320.74
中国中车,20691881.01,2432779.80,601766,2869886.41,17540342.39
光大证券,7501751.49,390669.88,601788,461078.76,6356199.01
宁波建工,590131.63,108679.86,601789,108679.86,590131.63
星宇股份,3828104.21,28567.94,601799,28567.94,3828104.21
中国交建,14536800.00,1174723.54,601800,1627861.14,10490281.23
皖新传媒,1347056.69,195793.12,601801,195793.12,1347056.69
中海油服,6384390.10,296046.80,601808,477159.20,3961106.18
新华文轩,1901348.98,79190.39,601811,123384.10,1220323.91
光大银行,23043364.91,4640681.56,601818,5908555.11,18098658.07
美凯龙,1275936.67,361344.70,601828,435473.27,1058739.98
成都银行,7607991.46,423105.82,601838,423843.54,7594749.47
中国石油,148246992.03,16192207.78,601857,18302097.78,131156883.03
中国科传,1494835.50,79050.00,601858,79050.00,1494835.50
紫金银行,1017753.69,355156.82,601860,366098.45,987335.96
福莱特,3547181.09,190006.51,601865,234292.01,2876698.62
中远海发,3058665.32,982771.81,601866,1335661.71,2250547.45
长飞光纤,2690563.13,40633.83,601869,75790.51,1442501.01
招商轮船,4894427.62,814380.64,601872,814380.64,4894427.62
正泰电器,4925436.89,214896.90,601877,214896.90,4925436.89
浙商证券,4839076.84,457379.66,601878,457379.66,4839076.84
辽港股份,3514104.78,1874675.87,601880,2390547.47,2755773.52
中国银河,17309158.77,724341.76,601881,1093440.23,11466330.10
中国中免,12975883.92,195247.55,601888,206885.90,12245926.61
中煤能源,13457543.35,915200.04,601898,1325866.34,9289280.41
紫金矿业,46909418.00,2058793.83,601899,2657757.39,36337711.17
方正证券,6322253.87,823210.14,601901,823210.14,6322253.87
京运通,717137.05,241460.29,601908,241460.29,717137.05
中远海控,23309885.05,1266190.62,601919,1563372.57,18878902.18
永辉超市,4682719.09,907503.70,601933,907503.70,4682719.09
XD建设银,231010143.20,959365.76,601939,25001097.75,8864539.63
金钼股份,3236284.21,322660.44,601958,322660.44,3236284.21
玲珑轮胎,2160129.96,146350.27,601966,146350.27,2160129.96
中国核电,19272217.94,1888328.49,601985,2056800.21,17693637.92
中国银行,166329102.05,21076551.48,601988,29438779.12,119082515.89
中国重工,9873281.30,2280203.53,601989,2280203.53,9873281.30
南京证券,2875361.61,365978.88,601990,368636.10,2854635.30
大唐发电,6107214.47,1239608.91,601991,1850671.05,4090709.40
金隅集团,1665732.30,833415.83,601992,1067777.11,1300128.69
贵阳银行,2171781.66,365619.81,601997,365619.81,2171781.66
中信银行,41566936.21,4076299.93,601998,5564516.23,30449960.47
*ST花王,462124.25,49983.08,603007,87689.61,263410.82
喜临门,590469.35,37899.19,603008,37899.19,590469.35
亚普股份,865267.56,51259.93,603013,51259.93,865267.56
中科曙光,9421569.17,145861.17,603019,146320.38,9392000.63
大豪科技,1478529.97,110917.48,603025,110917.48,1478529.97
千禾味业,1179835.29,96124.26,603027,102773.11,1103506.49
泛微网络,1685841.28,26060.31,603039,26060.31,1685841.28
广州酒家,895245.25,56877.08,603043,56877.08,895245.25
德邦股份,1340037.42,101981.54,603056,101981.54,1340037.42
国检集团,511298.56,80392.85,603060,80392.85,511298.56
和邦生物,1527806.29,883125.02,603077,883125.02,1527806.29
新疆火炬,243380.00,14150.00,603080,14150.00,243380.00
森特股份,542398.48,53880.00,603098,53970.00,541493.98
横店影视,967789.20,63420.00,603103,63420.00,967789.20
润达医疗,1107698.53,60365.04,603108,60365.04,1107698.53
金能科技,539297.71,84795.24,603113,84795.24,539297.71
共进股份,759721.73,78727.64,603118,78727.64,759721.73
华培动力,818574.52,33853.37,603121,33853.37,818574.52
中材节能,379120.50,61050.00,603126,61050.00,379120.50
昭衍新药,1208906.94,63048.21,603127,74947.73,1016967.67
华贸物流,808990.73,130904.65,603128,130904.65,808990.73
养元饮品,3109104.76,126027.76,603156,126027.76,3109104.76
退市拉夏,32312.63,33260.30,603157,54767.16,19623.58
汇顶科技,3314453.03,46194.47,603160,46194.47,3314453.03
荣晟环保,326862.90,27261.29,603165,27261.29,326862.90
金牌家居,284604.33,15425.71,603180,15425.71,284604.33
弘元绿能,960816.42,67902.22,603185,67902.22,960816.42
迎驾贡酒,3665600.00,80000.00,603198,80000.00,3665600.00
中贝通信,1010051.83,43424.41,603220,43424.41,1010051.83
新凤鸣,1648270.36,151177.14,603225,152476.44,1634224.93
景旺电子,2744356.30,92100.27,603228,93282.00,2709589.80
大参林,2054481.60,113884.79,603233,113884.79,2054481.60
药明康德,17056484.19,250091.64,603259,288799.26,14770412.45
合盛硅业,6103734.44,118220.69,603260,118220.69,6103734.44
赛腾股份,883609.48,19500.16,603283,19991.16,861907.28
海天味业,23576946.31,556060.05,603288,556060.05,23576946.31
杭叉集团,2552823.68,130981.20,603298,130981.20,2552823.68
旭升集团,1254559.09,95331.24,603305,95331.24,1254559.09
依顿电子,901593.68,99844.26,603328,99844.26,901593.68
苏州龙杰,233222.26,21634.72,603332,21634.72,233222.26
杰克股份,1782240.01,47297.58,603337,47974.16,1757105.06
浙江鼎力,2279578.15,50634.79,603338,50634.79,2279578.15
四方科技,359261.20,30944.12,603339,30944.12,359261.20
威尔药业,370561.47,13543.91,603351,13543.91,370561.47
莱克电气,1292130.05,57113.93,603355,57351.53,1286776.74
设计总院,477787.80,55560.30,603357,56078.38,473373.72
华达科技,1690636.22,43904.00,603358,45953.69,1615228.16
*ST傲农,1020361.04,159796.18,603363,260296.18,626401.04
辰欣药业,611670.83,45275.41,603367,45275.41,611670.83
柳药集团,686843.57,39716.88,603368,39886.39,683924.69
今世缘,6065682.18,124680.00,603369,124680.00,6065682.18
基蛋生物,408765.73,50715.35,603387,50715.35,408765.73
新天然气,1192066.77,42252.13,603393,42392.13,1188129.99
鼎信通讯,418706.31,65219.05,603421,65219.05,418706.31
吉比特,1724303.75,7204.11,603444,7204.11,1724303.75
风语筑,618577.13,59478.57,603466,59478.57,618577.13
科沃斯,3108321.01,56920.18,603486,57529.54,3075397.29
韦尔股份,15910381.92,121694.83,603501,121694.83,15910381.92
金石资源,1396419.09,60477.22,603505,60477.22,1396419.09
欧普照明,1323384.47,73502.93,603515,74514.89,1305412.06
绝味食品,970209.10,60600.19,603517,60600.19,970209.10
掌阅科技,928705.70,43889.68,603533,43889.68,928705.70
海兴电力,1313399.52,48626.42,603556,48626.42,1313399.52
伟明环保,3324063.83,169839.01,603568,170464.81,3311860.73
长久物流,467114.61,60350.73,603569,60350.73,467114.61
荣泰健康,436395.56,17739.66,603579,17739.66,436395.56
捷昌驱动,1569871.14,38224.70,603583,38345.66,1564919.03
苏利股份,279641.01,18000.34,603585,18385.34,273785.16
地素时尚,577360.33,47409.28,603587,47676.33,574126.37
高能环境,843871.89,152323.45,603588,152323.45,843871.89
口子窖,2185200.00,59811.95,603589,60000.00,2178351.12
康辰药业,476316.51,15723.75,603590,15935.65,469982.82
东尼电子,389573.34,23244.23,603595,23244.23,389573.34
伯特利,3518975.78,60629.73,603596,60651.08,3517737.05
广信股份,997655.20,91026.93,603599,91026.93,997655.20
永艺股份,334856.51,30081.80,603600,33121.32,304127.03
退市博天,37771.34,81754.27,603603,96849.58,31884.17
禾丰股份,776518.67,91247.79,603609,91247.79,776518.67
索通发展,843788.95,49810.45,603612,49810.45,843788.95
