abbr,aggregate_market_value,capital_stock_in_circulation,code,total_stock_issue,traded_market_value
浙文互联,1234520.47,148737.41,600986,148737.41,1234520.47
航民股份,749281.05,102081.89,600987,102081.89,749281.05
赤峰黄金,5106404.84,166391.14,600988,190041.12,4470929.87
宝丰能源,11476708.40,733336.00,600989,733336.00,11476708.40
四创电子,617088.40,26901.27,600990,27328.98,607430.67
贵绳股份,343126.00,24509.00,600992,24509.00,343126.00
马应龙,1174190.80,43030.70,600993,43105.39,1172156.31
南网储能,3125693.68,110910.16,600995,319600.58,1084701.41
贵广网络,1087209.47,124679.99,600996,124679.99,1087209.47
开滦股份,962206.71,158779.99,600997,158779.99,962206.71
九州通,2617042.05,504247.02,600998,504247.02,2617042.05
招商证券,14392751.86,742200.53,600999,869652.68,12283418.73
唐山港,2429630.73,592592.86,601000,592592.86,2429630.73
晋控煤业,1882912.50,167370.00,601001,167370.00,1882912.50
晋亿实业,480083.68,95444.07,601002,95444.07,480083.68
柳钢股份,868786.89,256279.32,601003,256279.32,868786.89
重庆钢铁,1150729.29,831363.66,601005,885176.38,1080772.75
大秦铁路,13418020.36,2014717.77,601006,2014717.77,13418020.36
金陵饭店,273000.00,39000.00,601007,39000.00,273000.00
XD连云港,630244.11,124063.80,601008,124063.80,630244.11
南京银行,11817069.81,1107504.20,601009,1107504.20,11817069.81
文峰股份,548856.00,184800.00,601010,184800.00,548856.00
宝泰隆,475084.81,191566.45,601011,191566.45,475084.81
隆基绿能,11306450.21,757804.22,601012,757804.97,11306438.95
陕西黑猫,610706.79,204249.76,601015,204249.76,610706.79
节能风电,1903176.42,596684.29,601016,647338.92,1754251.80
宁波港,7061942.99,1580741.74,601018,1945438.84,5738092.51
山东出版,2141159.40,208690.00,601019,208690.00,2141159.40
华钰矿业,1484136.10,81996.47,601020,81996.47,1484136.10
春秋航空,5326047.15,97833.34,601021,97833.34,5326047.15
宁波远洋,1042980.77,24863.33,601022,130863.33,198160.77
玉龙股份,1004622.05,78302.58,601028,78302.58,1004622.05
永兴股份,1349100.00,24000.00,601033,90000.00,359760.00
一拖股份,1495571.86,73170.53,601038,112364.53,973899.72
赛轮轮胎,4129853.93,328810.03,601058,328810.03,4129853.93
信达证券,4887201.00,69160.00,601059,324300.00,1042241.20
中信金属,3768100.00,50115.38,601061,490000.00,385387.31
江盐集团,540574.68,41625.61,601065,64277.61,350071.36
中信建投,18173935.91,649567.10,601066,775669.48,15219357.24
中铝国际,1325711.30,255959.07,601068,298583.63,1136458.26
西部黄金,1531610.32,68399.28,601069,91768.14,1141583.92
渝农商行,8120255.00,883770.03,601077,1135700.00,6318955.68
锦江航运,1437767.32,19412.00,601083,129412.00,215667.32
国芳集团,733266.00,66600.00,601086,66600.00,733266.00
中国神华,77169331.51,1649103.80,601088,1986852.00,64051191.42
福元医药,769440.00,20534.64,601089,48000.00,329170.30
宏盛华源,1134265.76,164297.65,601096,267515.51,696622.05
中南传媒,2509012.00,179600.00,601098,179600.00,2509012.00
太平洋,2474322.84,681631.64,601099,681631.64,2474322.84
恒立液压,10203647.75,134082.10,601100,134082.10,10203647.75
昊华能源,1033918.51,143999.79,601101,143999.79,1033918.51
中国一重,1824170.26,685778.29,601106,685778.29,1824170.26
四川成渝,1755326.44,216274.00,601107,305806.00,1241412.76
财通证券,3399232.32,464376.00,601108,464376.00,3399232.32
中国国航,12737347.33,1163810.95,601111,1744842.10,8495819.92
华鼎股份,458223.17,110415.22,601113,110415.22,458223.17
三江购物,594778.74,54767.84,601116,54767.84,594778.74
中国化学,4593761.47,606958.08,601117,610872.54,4564324.73
海南橡胶,1977095.64,427942.78,601118,427942.78,1977095.64
宝地矿业,474400.00,38000.00,601121,80000.00,225340.00
四方股份,1412389.26,81885.37,601126,83326.80,1387957.02
赛力斯,20965887.08,150978.22,601127,163336.61,19379564.23
常熟银行,2264254.39,301498.59,601128,301498.59,2264254.39
柏诚股份,584220.10,14750.00,601133,52727.45,163430.00
首创证券,5245267.56,48148.38,601136,273333.38,923967.41
博威合金,1465597.02,80938.64,601137,81106.64,1462561.26
工业富联,37116214.59,1985757.73,601138,1985886.28,37113811.98
深圳燃气,1852620.91,287674.05,601139,287674.05,1852620.91
新城控股,2887197.26,225562.29,601155,225562.29,2887197.26
东航物流,2035246.22,94459.56,601156,158755.56,1210971.50
重庆水务,2342400.00,480000.00,601158,480000.00,2342400.00
天风证券,3448971.47,866575.75,601162,866575.75,3448971.47
三角轮胎,1111200.00,80000.00,601163,80000.00,1111200.00
兴业银行,45911227.90,2077431.13,601166,2077431.13,45911227.90
西部矿业,3717480.00,238300.00,601168,238300.00,3717480.00
北京银行,13087507.26,2114298.43,601169,2114298.43,13087507.26
杭齿前进,816357.98,40006.00,601177,40797.50,800520.06
中国西电,3234431.76,512588.24,601179,512588.24,3234431.76
中国铁建,10659940.08,1150324.55,601186,1357954.15,9030047.72
厦门银行,1538611.56,128404.60,601187,263912.79,748598.83
龙江交通,500033.86,131587.86,601188,131587.86,500033.86
东兴证券,3368208.23,323244.55,601198,323244.55,3368208.23
江南水务,500337.51,93521.03,601199,93521.03,500337.51
上海环境,1062175.67,134623.03,601200,134623.03,1062175.67
东材科技,867190.73,89678.46,601208,89678.46,867190.73
国泰海通,30587544.59,1349399.33,601211,1762970.87,23412078.37
白银有色,2065932.09,740477.45,601212,740477.45,2065932.09
君正集团,4691537.67,843801.74,601216,843801.74,4691537.67
吉鑫科技,353697.23,96903.35,601218,96903.35,353697.23
林洋能源,1151634.56,206016.92,601222,206016.92,1151634.56
陕西煤业,18973115.00,969500.00,601225,969500.00,18973115.00
华电科工,725079.27,116222.37,601226,116572.23,722903.14
广州港,2429339.10,754453.14,601228,754453.14,2429339.10
上海银行,15130141.94,1420670.60,601229,1420670.60,15130141.94
环旭电子,3076902.49,219621.88,601231,219621.88,3076902.49
桐昆股份,2604376.49,239589.81,601233,240477.98,2594757.63
红塔证券,3556457.96,471678.77,601236,471678.77,3556457.96
广汽集团,8167849.79,738369.76,601238,1019706.59,5914341.77
*ST庞大,409089.00,1022722.51,601258,1022722.51,409089.00
英利汽车,566125.60,158578.60,601279,158578.60,566125.60
农业银行,192840651.66,31924421.08,601288,34998303.39,175903560.14
青岛港,5816025.60,539207.50,601298,649110.00,4831299.20
骆驼股份,1003039.93,117314.61,601311,117314.61,1003039.93
中国平安,94237964.09,1076265.77,601318,1821023.46,55696753.57
中国人保,32946872.98,3549775.66,601319,4422399.06,26445828.65
秦港股份,1799146.66,475755.90,601326,558741.20,1531934.00
交通银行,55771307.71,3925086.40,601328,7426272.66,29477398.88
绿色动力,994925.40,98909.31,601330,139345.29,706212.51
广深铁路,2096726.95,565223.70,601333,708353.70,1673062.15
新华保险,15444875.22,208543.93,601336,311954.66,10325010.17
百隆东方,758781.91,149956.90,601339,149956.90,758781.91
三六零,7321537.54,699955.79,601360,699955.79,7321537.54
利群股份,423150.95,91393.29,601366,91393.29,423150.95
绿城水务,449433.30,88297.31,601368,88297.31,449433.30
陕鼓动力,1490917.56,169136.72,601369,172559.90,1461341.29
中原证券,1810725.03,344751.97,601375,464288.47,1344532.68
兴业证券,5034780.59,863598.73,601377,863598.73,5034780.59
怡球资源,545903.21,220122.26,601388,220122.26,545903.21
中国中铁,13781218.87,2047485.79,601390,2474186.51,11404495.87
工商银行,255543286.33,26961221.25,601398,35640625.71,193311956.39
国机重装,2106358.32,721355.59,601399,721355.59,2106358.32
国联民生,5584022.73,238913.32,601456,568059.28,2348517.90
通用股份,735934.21,157686.07,601500,158949.07,730086.52
中新集团,1112176.38,149889.00,601512,149889.00,1112176.38
东峰集团,766638.57,187442.19,601515,187442.19,766638.57
吉林高速,518011.57,189055.32,601518,189055.32,518011.57
大智慧,1767409.46,200386.56,601519,200386.56,1767409.46
XD瑞丰银,1010513.12,170544.22,601528,196216.14,878302.74
东吴证券,3920306.54,496870.28,601555,496870.28,3920306.54
九牧王,521195.90,57463.72,601566,57463.72,521195.90
三星医疗,3661562.05,140300.59,601567,141100.66,3640800.21
北元集团,1676277.78,397222.22,601568,397222.22,1676277.78
长沙银行,3784282.08,402068.36,601577,402155.38,3783463.29
会稽山,721592.43,47946.34,601579,47946.34,721592.43
北辰实业,572393.40,266000.00,601588,336702.00,452200.00
上海电影,1406451.60,44820.00,601595,44820.00,1406451.60
中国外运,3472047.23,525591.69,601598,729421.69,2501816.43
浙文影业,413153.11,116054.25,601599,116054.25,413153.11
中国铝业,11013915.79,1313353.92,601600,1715563.21,8431732.15
中国太保,30621546.85,684504.15,601601,962034.15,21787766.95
长城军工,949463.43,72422.84,601606,72422.84,949463.43
上海医药,6738093.41,278920.75,601607,370836.18,5067990.04
中信重工,2083696.81,455056.79,601608,457955.34,2070508.41
金田股份,984885.26,148549.81,601609,148549.81,984885.26
中国核建,2685326.28,301383.42,601611,301383.42,2685326.28
明阳智能,2378257.05,227149.67,601615,227149.67,2378257.05
广电电气,326957.65,85367.53,601616,85367.53,326957.65
中国中冶,6092744.04,1785261.92,601618,2072361.92,5248670.04
嘉泽新能,937229.49,243436.23,601619,243436.23,937229.49
中国人寿,106388349.62,2082353.00,601628,2826470.50,78379766.92
长城汽车,19926592.77,620924.13,601633,855953.30,14455113.81
旗滨集团,1465200.33,268351.71,601636,268351.71,1465200.33
邮储银行,52158726.00,6712239.52,601658,9916107.60,35306379.88
齐鲁银行,3104088.02,483502.81,601665,483502.81,3104088.02
平煤股份,2051900.17,246935.32,601666,247515.10,2047093.80
中国建筑,22974137.09,4132039.04,601668,4132039.04,22974137.09
中国电建,8234104.16,1307152.58,601669,1722615.93,6248189.36
明泰铝业,1502394.46,119249.20,601677,124370.40,1440530.37
滨化股份,856143.09,202983.63,601678,205803.63,844411.89
友发集团,843019.72,143370.70,601686,143370.70,843019.72
华泰证券,14768666.53,729433.07,601688,902730.23,11933525.06
拓普集团,8842107.43,173783.56,601689,173783.56,8842107.43
中银证券,2758554.00,277800.00,601696,277800.00,2758554.00
中国卫通,8360058.73,422438.54,601698,422438.54,8360058.73
潞安环能,3290550.12,299140.92,601699,299140.92,3290550.12
风范股份,490023.83,114224.67,601700,114224.67,490023.83
华峰铝业,1677531.41,99853.06,601702,99853.06,1677531.41
郑煤机,2762013.69,154216.57,601717,178539.99,2385730.38
际华集团,1190131.57,439162.94,601718,439162.94,1190131.57
上海电气,11466739.49,1265532.71,601727,1557980.91,9314320.74
中国电信,71467075.32,7762972.87,601728,9150713.87,60628818.11
中国中车,20691881.01,2432779.80,601766,2869886.41,17540342.39
千里科技,4073511.16,452110.01,601777,452110.01,4073511.16
晶科科技,960591.46,357097.20,601778,357097.20,960591.46
光大证券,7501751.49,390669.88,601788,461078.76,6356199.01
宁波建工,590131.63,108679.86,601789,108679.86,590131.63
蓝科高新,253133.13,35452.82,601798,35452.82,253133.13
星宇股份,3828104.21,28567.94,601799,28567.94,3828104.21
中国交建,14536800.00,1174723.54,601800,1627861.14,10490281.23
皖新传媒,1347056.69,195793.12,601801,195793.12,1347056.69
中海油服,6384390.10,296046.80,601808,477159.20,3961106.18
新华文轩,1901348.98,79190.39,601811,123384.10,1220323.91
京沪高铁,29267464.83,4910648.46,601816,4910648.46,29267464.83
光大银行,23043364.91,4640681.56,601818,5908555.11,18098658.07
沪农商行,8352088.89,931658.36,601825,964444.44,8068161.41
三峰环境,1394392.37,167193.33,601827,167193.33,1394392.37
美凯龙,1275936.67,361344.70,601828,435473.27,1058739.98
成都银行,7607991.46,423105.82,601838,423843.54,7594749.47
中国石油,148246992.03,16192207.78,601857,18302097.78,131156883.03
中国科传,1494835.50,79050.00,601858,79050.00,1494835.50
紫金银行,1017753.69,355156.82,601860,366098.45,987335.96
福莱特,3547181.09,190006.51,601865,234292.01,2876698.62
中远海发,3058665.32,982771.81,601866,1335661.71,2250547.45
中国能建,9255438.33,3242872.76,601868,4169116.36,7199177.54
长飞光纤,2690563.13,40633.83,601869,75790.51,1442501.01
招商轮船,4894427.62,814380.64,601872,814380.64,4894427.62
正泰电器,4925436.89,214896.90,601877,214896.90,4925436.89
浙商证券,4839076.84,457379.66,601878,457379.66,4839076.84
辽港股份,3514104.78,1874675.87,601880,2390547.47,2755773.52
中国银河,17309158.77,724341.76,601881,1093440.23,11466330.10
海天精工,1024164.00,52200.00,601882,52200.00,1024164.00
江河集团,652609.19,113300.21,601886,113300.21,652609.19
中国中免,12975883.92,195247.55,601888,206885.90,12245926.61
亚星锚链,873054.00,95940.00,601890,95940.00,873054.00
中煤能源,13457543.35,915200.04,601898,1325866.34,9289280.41
紫金矿业,46909418.00,2058793.83,601899,2657757.39,36337711.17
南方传媒,1524781.92,89587.66,601900,89587.66,1524781.92
方正证券,6322253.87,823210.14,601901,823210.14,6322253.87
京运通,717137.05,241460.29,601908,241460.29,717137.05
浙商银行,8404178.60,2154443.60,601916,2746463.60,6592597.40
新集能源,1735663.01,259054.18,601918,259054.18,1735663.01
中远海控,23309885.05,1266190.62,601919,1563372.57,18878902.18
浙版传媒,1782222.22,222222.22,601921,222222.22,1782222.22
凤凰传媒,2967353.40,254490.00,601928,254490.00,2967353.40
吉视传媒,624672.08,348978.82,601929,348978.82,624672.08
永辉超市,4682719.09,907503.70,601933,907503.70,4682719.09
XD建设银,231010143.20,959365.76,601939,25001097.75,8864539.63
中国出版,1226155.43,190396.81,601949,190396.81,1226155.43
苏垦农发,1358708.00,137800.00,601952,137800.00,1358708.00
东贝集团,416593.97,61862.80,601956,62178.20,414480.79
金钼股份,3236284.21,322660.44,601958,322660.44,3236284.21
重庆银行,3822034.95,187939.33,601963,347457.72,2067332.58
中国汽研,1865108.09,99368.20,601965,100328.57,1847254.78
玲珑轮胎,2160129.96,146350.27,601966,146350.27,2160129.96
宝钢包装,611098.36,113303.92,601968,127577.95,542725.76
海南矿业,1405150.94,197809.60,601969,199879.22,1390601.51
招商南油,1301303.02,480185.61,601975,480185.61,1301303.02
中国核电,19272217.94,1888328.49,601985,2056800.21,17693637.92
中国银行,166329102.05,21076551.48,601988,29438779.12,119082515.89
中国重工,9873281.30,2280203.53,601989,2280203.53,9873281.30
南京证券,2875361.61,365978.88,601990,368636.10,2854635.30
大唐发电,6107214.47,1239608.91,601991,1850671.05,4090709.40
金隅集团,1665732.30,833415.83,601992,1067777.11,1300128.69
中金公司,16084419.88,292354.24,601995,482725.69,9741243.41
丰林集团,230908.37,112091.44,601996,112091.44,230908.37
贵阳银行,2171781.66,365619.81,601997,365619.81,2171781.66
中信银行,41566936.21,4076299.93,601998,5564516.23,30449960.47
出版传媒,354789.07,55091.47,601999,55091.47,354789.07
人民网,2266666.66,110569.11,603000,110569.11,2266666.66
奥康国际,242993.88,40098.00,603001,40098.00,242993.88
宏昌电子,649826.99,113407.85,603002,113407.85,649826.99
*ST龙宇,144496.64,37629.33,603003,37629.33,144496.64
鼎龙科技,475750.40,5888.00,603004,23552.00,118937.60
晶方科技,1856080.68,65217.17,603005,65217.17,1856080.68
联明股份,294172.17,25425.42,603006,25425.42,294172.17
*ST花王,462124.25,49983.08,603007,87689.61,263410.82
喜临门,590469.35,37899.19,603008,37899.19,590469.35
北特科技,1552819.53,33840.90,603009,33852.62,1552281.95
XD万盛股,573659.97,58957.86,603010,58957.86,573659.97
合锻智能,537428.49,49441.44,603011,49441.44,537428.49
创力集团,370769.04,64650.00,603012,65047.20,368505.00
亚普股份,865267.56,51259.93,603013,51259.93,865267.56
弘讯科技,518208.76,40421.90,603015,40421.90,518208.76
新宏泰,414996.16,14816.00,603016,14816.00,414996.16
中衡设计,233692.19,27590.58,603017,27590.58,233692.19
华设集团,518315.35,68379.33,603018,68379.33,518315.35
中科曙光,9421569.17,145861.17,603019,146320.38,9392000.63
爱普股份,316554.40,38323.78,603020,38323.78,316554.40
ST华鹏,109742.19,31994.81,603021,31994.81,109742.19
新通联,174600.00,20000.00,603022,20000.00,174600.00
*ST威帝,205387.21,55811.74,603023,55811.74,205387.21
大豪科技,1478529.97,110917.48,603025,110917.48,1478529.97
石大胜华,699246.00,20268.00,603026,20268.00,699246.00
千禾味业,1179835.29,96124.26,603027,102773.11,1103506.49
赛福天,197483.52,28704.00,603028,28704.00,197483.52
天鹅股份,220721.10,12134.20,603029,12134.20,220721.10
全筑股份,368741.39,131693.35,603030,131693.35,368741.39
安孚科技,560945.84,21112.00,603031,21112.00,560945.84
德新科技,320311.78,23011.80,603032,23397.50,315031.54
三维股份,1154903.18,101253.10,603033,103116.36,1134034.74
常熟汽饰,506201.20,38003.09,603035,38003.09,506201.20
如通股份,311069.10,20600.60,603036,20600.60,311069.10
凯众股份,331838.02,19043.88,603037,19148.18,330030.50
华立股份,424509.83,26867.71,603038,26867.71,424509.83
泛微网络,1685841.28,26060.31,603039,26060.31,1685841.28
新坐标,508529.16,13506.34,603040,13651.79,503111.15
美思德,206041.15,18314.77,603041,18314.77,206041.15
华脉科技,229161.70,16058.98,603042,16058.98,229161.70
广州酒家,895245.25,56877.08,603043,56877.08,895245.25
福达合金,208856.43,13544.52,603045,13544.52,208856.43
浙江黎明,260271.36,14688.00,603048,14688.00,260271.36
科林电气,623128.15,40331.92,603050,40331.92,623128.15
鹿山新材,275263.52,10426.20,603051,10462.32,274313.20
可川科技,501095.17,4096.40,603052,13484.80,152222.22
成都燃气,866667.75,88889.00,603053,88889.00,866667.75
台华新材,880499.41,88545.26,603055,89029.26,875712.65
德邦股份,1340037.42,101981.54,603056,101981.54,1340037.42
紫燕食品,934157.43,6806.19,603057,41426.05,153479.64
永吉股份,332551.14,41883.72,603058,41988.78,331719.03
倍加洁,231835.60,10044.87,603059,10044.87,231835.60
国检集团,511298.56,80392.85,603060,80392.85,511298.56
金海通,491280.00,4182.63,603061,6000.00,342474.02
麦加芯彩,526932.00,3788.64,603062,10800.00,184847.75
禾望电气,1403327.91,45312.49,603063,45312.49,1403327.91
宿迁联盛,339363.73,19667.35,603065,41896.76,159305.50
音飞储存,328010.78,29418.01,603066,29418.01,328010.78
振华股份,1141740.39,50902.38,603067,50902.38,1141740.39
博通集成,499711.74,15042.50,603068,15042.50,499711.74
海汽集团,575120.00,31600.00,603069,31600.00,575120.00
万控智造,513681.00,39541.69,603070,40100.00,506529.06
物产环能,703580.55,55795.44,603071,55795.44,703580.55
天和磁材,1419976.44,6474.56,603072,26428.00,347878.25
彩蝶实业,188036.00,5089.28,603073,11600.00,82497.31
热威股份,823217.90,4001.00,603075,40255.15,81820.45
乐惠国际,288476.21,12070.13,603076,12070.13,288476.21
和邦生物,1527806.29,883125.02,603077,883125.02,1527806.29
江化微,746593.71,38563.72,603078,38563.72,746593.71
圣达生物,292904.31,17118.90,603079,17118.90,292904.31
新疆火炬,243380.00,14150.00,603080,14150.00,243380.00
大丰实业,485416.32,43339.29,603081,43652.55,481932.87
北自科技,637554.24,4055.69,603082,16222.75,159388.62
剑桥科技,1045095.14,26801.98,603083,26804.18,1045009.36
天成自控,461033.10,37022.54,603085,39710.00,429831.73
先达股份,408724.35,43481.31,603086,43481.31,408724.35
甘李药业,3083464.94,55391.78,603087,60106.53,2841598.36
宁波精达,448380.76,43559.31,603088,43787.18,446047.32
正裕工业,253272.27,22373.88,603089,22373.88,253272.27
宏盛股份,244700.00,10000.00,603090,10000.00,244700.00
众鑫股份,455678.30,2044.78,603091,10223.88,91135.67
南华期货,752821.31,61006.59,603093,61006.59,752821.31
越剑智能,435204.00,18480.00,603095,18480.00,435204.00
新经典,275000.33,15423.46,603096,15423.46,275000.33
江苏华辰,362250.30,4000.00,603097,16443.50,88120.00
森特股份,542398.48,53880.00,603098,53970.00,541493.98
长白山,857877.39,26667.00,603099,26667.00,857877.39
川仪股份,1072685.15,51004.56,603100,51324.65,1065995.22
汇嘉时代,370675.20,47040.00,603101,47040.00,370675.20
百合股份,260544.00,3586.45,603102,6400.00,146004.20
横店影视,967789.20,63420.00,603103,63420.00,967789.20
芯能科技,416005.36,50000.64,603105,50000.64,416005.36
恒银科技,422141.72,52052.00,603106,52052.00,422141.72
上海汽配,535350.64,21817.40,603107,33733.50,346242.13
润达医疗,1107698.53,60365.04,603108,60365.04,1107698.53
神驰机电,487869.77,20884.84,603109,20884.84,487869.77
东方材料,357579.90,20122.67,603110,20122.67,357579.90
康尼机电,564244.34,84570.47,603111,86806.82,549708.07
华翔股份,824581.71,47408.89,603112,50837.34,768972.19
金能科技,539297.71,84795.24,603113,84795.24,539297.71
海星股份,332248.80,23920.00,603115,23920.00,332248.80
红蜻蜓,324977.25,57620.08,603116,57620.08,324977.25
万林物流,379292.17,59919.77,603117,59919.77,379292.17
共进股份,759721.73,78727.64,603118,78727.64,759721.73
浙江荣泰,1586279.52,20387.95,603119,36374.21,889118.43
肯特催化,330050.40,2214.38,603120,9040.00,80847.09
华培动力,818574.52,33853.37,603121,33853.37,818574.52
合富中国,263908.90,39805.26,603122,39805.26,263908.90
翠微股份,702888.27,65227.59,603123,79873.67,574002.84
江南新材,617230.92,2863.75,603124,14574.52,121279.84
常青科技,599995.43,6980.30,603125,27919.75,150006.65
中材节能,379120.50,61050.00,603126,61050.00,379120.50
昭衍新药,1208906.94,63048.21,603127,74947.73,1016967.67
华贸物流,808990.73,130904.65,603128,130904.65,808990.73
春风动力,2577189.31,15257.77,603129,15257.77,2577189.31
云中马,373213.54,5106.34,603130,13751.42,138586.20
上海沪工,564116.14,31799.11,603131,31799.11,564116.14
XD金徽股,1106118.00,97800.00,603132,97800.00,1106118.00
退市碳元,6066.37,20918.52,603133,20918.52,6066.37
中重科技,596172.56,25265.72,603135,62953.81,239266.33
天目湖,313617.11,27012.67,603136,27012.67,313617.11
恒尚节能,242020.80,7373.33,603137,18293.33,97549.20
海量数据,415009.12,28311.70,603138,29433.27,399194.96
康惠制药,194366.48,9988.00,603139,9988.00,194366.48
万朗磁塑,271066.59,5351.64,603150,8548.30,169700.44
邦基科技,244776.00,8083.20,603151,16800.00,117772.22
上海建科,702911.80,13500.00,603153,40986.11,231525.00
新亚强,422838.53,31578.68,603155,31578.68,422838.53
养元饮品,3109104.76,126027.76,603156,126027.76,3109104.76
退市拉夏,32312.63,33260.30,603157,54767.16,19623.58
腾龙股份,418161.01,49079.93,603158,49079.93,418161.01
上海亚虹,204400.00,14000.00,603159,14000.00,204400.00
汇顶科技,3314453.03,46194.47,603160,46194.47,3314453.03
科华控股,230938.54,19074.88,603161,19357.80,227563.26
海通发展,723914.91,27307.55,603162,91634.80,215729.64
圣晖集成,282400.00,3500.28,603163,10000.00,98847.77
荣晟环保,326862.90,27261.29,603165,27261.29,326862.90
福达股份,1073352.57,63900.87,603166,64620.87,1061393.37
渤海轮渡,421291.76,46914.45,603167,46914.45,421291.76
莎普爱思,269162.30,32259.25,603168,37592.50,230976.23
兰石重装,952286.72,130629.18,603169,130629.18,952286.72
宝立食品,534413.36,15881.00,603170,40001.00,212170.16
税友股份,1766572.79,40589.00,603171,40676.32,1762780.27
万丰股份,201270.42,5008.00,603172,13338.00,75570.72
福斯达,512000.00,4954.00,603173,16000.00,158528.00
汇通集团,230520.11,46178.62,603176,47432.12,224428.10
德创环保,170901.67,20419.20,603177,20615.40,169275.17
圣龙股份,427432.68,23641.19,603178,23641.19,427432.68
新泉股份,2022310.75,48730.38,603179,48730.38,2022310.75
金牌家居,284604.33,15425.71,603180,15425.71,284604.33
皇马科技,717036.60,58870.00,603181,58870.00,717036.60
嘉华股份,213092.25,9307.87,603182,16455.00,120536.88
建研院,201347.07,49715.33,603183,49715.33,201347.07
弘元绿能,960816.42,67902.22,603185,67902.22,960816.42
华正新材,376899.92,14201.20,603186,14201.20,376899.92
海容冷链,438968.70,38641.61,603187,38641.61,438968.70
亚邦股份,231489.02,57017.00,603188,57017.00,231489.02
网达软件,498125.35,26954.83,603189,26954.83,498125.35
亚通精工,257520.00,4051.95,603190,12000.00,86954.80
望变电气,400134.06,33003.74,603191,33316.74,396374.93
汇得科技,240243.54,13866.67,603192,14115.37,236010.67
润本股份,1565371.53,10333.63,603193,40459.33,399808.20
中力股份,1391470.00,4982.84,603194,40100.00,172904.67
公牛集团,9392702.97,128646.16,603195,129215.89,9351289.64
日播时尚,346950.84,23698.83,603196,23698.83,346950.84
保隆科技,829607.80,21362.00,603197,21447.98,826282.28
迎驾贡酒,3665600.00,80000.00,603198,80000.00,3665600.00
九华旅游,409405.32,11068.00,603199,11068.00,409405.32
上海洗霸,647346.10,17548.01,603200,17548.01,647346.10
常润股份,280148.45,6475.93,603201,15836.54,114559.26
天有为,1576640.00,3254.37,603202,16000.00,320685.15
快克智能,598466.27,24915.33,603203,24915.33,598466.27
健尔康,461640.00,3000.00,603205,12000.00,115410.00
嘉环科技,522807.58,30520.00,603206,30520.00,522807.58
小方制药,439131.51,4000.00,603207,16056.00,109400.00
江山欧派,256723.20,17717.27,603208,17717.27,256723.20
XD兴通股,397040.00,28000.00,603209,28000.00,397040.00
泰鸿万立,719946.00,7358.76,603210,34040.00,155637.70
晋拓股份,480284.74,6795.20,603211,27180.80,120071.18
赛伍技术,419116.03,43749.06,603212,43749.06,419116.03
镇洋发展,407847.72,43480.57,603213,43480.57,407847.72
爱婴室,287886.19,13854.00,603214,13854.00,287886.19
比依股份,309153.77,18722.84,603215,18850.84,307054.54
梦天家居,274799.46,5669.00,603216,22269.00,69955.46
元利科技,357494.50,20808.76,603217,20808.76,357494.50
日月股份,1274809.21,102685.65,603218,103056.52,1270221.49
富佳股份,880275.20,56140.00,603219,56140.00,880275.20
中贝通信,1010051.83,43424.41,603220,43424.41,1010051.83
爱丽家居,264390.98,24000.00,603221,24458.00,259440.00
济民健康,315054.37,52509.06,603222,52509.06,315054.37
恒通股份,628484.60,55319.04,603223,71418.70,486807.55
新凤鸣,1648270.36,151177.14,603225,152476.44,1634224.93
菲林格尔,263063.91,35549.18,603226,35549.18,263063.91
雪峰科技,1039541.91,97407.55,603227,107169.27,944853.19
景旺电子,2744356.30,92100.27,603228,93282.00,2709589.80
奥翔药业,661746.82,83029.71,603229,83029.71,661746.82
内蒙新华,465943.31,35352.30,603230,35352.30,465943.31
索宝蛋白,320502.54,10626.60,603231,19145.91,177889.25
格尔软件,313003.22,23130.07,603232,23605.07,306704.72
大参林,2054481.60,113884.79,603233,113884.79,2054481.60
天新药业,1174563.74,14706.52,603235,43778.00,394575.93
移远通信,1971067.11,26165.77,603236,26165.77,1971067.11
五芳斋,423710.53,12187.56,603237,19827.35,260448.25
诺邦股份,272121.30,17750.90,603238,17750.90,272121.30
浙江仙通,367367.04,27072.00,603239,27072.00,367367.04
鼎际得,331817.76,6067.52,603255,13461.17,149564.49
宏和科技,828703.30,87972.75,603256,87972.75,828703.30
中国瑞林,640440.00,2440.02,603257,12000.00,130223.67
电魂网络,510583.55,24064.24,603258,24453.24,502461.23
药明康德,17056484.19,250091.64,603259,288799.26,14770412.45
合盛硅业,6103734.44,118220.69,603260,118220.69,6103734.44
*ST立航,137974.40,7750.50,603261,7790.76,137261.39
天龙股份,399961.25,19888.68,603266,19888.68,399961.25
鸿远电子,1180823.36,23108.09,603267,23108.09,1180823.36
*ST松发,484755.00,12416.88,603268,12416.88,484755.00
海鸥股份,262880.08,22053.70,603269,22053.70,262880.08
金帝股份,597065.67,7071.67,603270,21910.67,192702.92
永杰新材,730814.80,3857.04,603271,19672.00,143288.93
联翔股份,181140.00,4250.20,603272,10362.70,74293.50
天元智能,375048.45,5605.84,603273,21431.34,98102.20
众辰科技,556704.27,4194.25,603275,14877.19,156948.70
恒兴新材,275135.58,7764.95,603276,20764.95,102885.58
银都股份,980123.36,42051.45,603277,42466.35,970547.47
大业股份,348252.82,34175.94,603278,34175.94,348252.82
景津装备,956918.62,57204.74,603279,57645.70,949598.64
南方路机,271667.11,2794.17,603280,10840.67,70021.82
江瀚新材,876213.33,25169.39,603281,37333.33,590725.62
