abbr,aggregate_market_value,capital_stock_in_circulation,code,total_stock_issue,traded_market_value
上大股份,1233481.73,7437.33,301522,37186.67,246696.35
儒竞科技,814193.49,4940.12,301525,9431.18,426480.53
国际复材,1417850.15,140439.29,301526,377087.80,528051.74
多浦乐,291239.50,3185.00,301528,6190.00,149854.04
福赛科技,262146.98,4523.85,301529,8483.72,139787.00
威马农机,315072.97,2843.67,301533,9830.67,91139.62
浙江华远,835702.94,5990.10,301535,42529.41,117705.51
星宸科技,2442148.00,18658.84,301536,42106.00,1082212.55
骏鼎达,396928.00,2229.23,301538,5600.00,158007.57
宏鑫科技,283864.00,7506.18,301539,14800.00,143968.53
崇德科技,413163.00,2623.50,301548,8700.00,124589.92
斯菱股份,1444300.00,6721.15,301550,11000.00,882487.00
无线传媒,1914447.86,3788.23,301551,40001.00,181304.88
科力装备,355912.00,1448.33,301552,6800.00,75805.77
惠柏新材,228636.88,4834.73,301555,9226.67,119804.49
托普云农,747393.92,1935.45,301556,8528.00,169622.69
常友科技,323181.61,1108.00,301557,4430.79,80817.52
三态股份,692611.37,21928.19,301558,78885.12,192529.47
中集环科,891600.00,9000.00,301559,60000.00,133740.00
众捷汽车,484332.80,2309.96,301560,12160.00,92005.71
中仑新材,810820.27,6001.00,301565,40001.00,121640.27
达利凯普,661216.53,21108.68,301566,40001.00,348926.44
贝隆精密,276120.00,2123.98,301567,7200.00,81454.82
思泰克,358719.68,4764.40,301568,10325.84,165515.33
国科天成,831818.51,3588.52,301571,17942.59,166363.70
美信科技,233338.72,1884.12,301577,4426.00,99330.57
辰奕智能,289473.60,1782.30,301578,6240.00,82680.90
爱迪特,403422.89,1902.94,301580,7611.75,100855.72
黄山谷捷,408480.00,2000.00,301581,8000.00,102120.00
蓝宇股份,355840.00,1896.58,301585,8000.00,84359.68
佳力奇,443752.99,2074.39,301586,8297.55,110938.25
中瑞股份,312777.43,7345.30,301587,14732.80,155940.80
美新科技,210158.19,7335.92,301588,11886.78,129699.04
诺瓦星云,1324317.60,3446.50,301589,9244.80,493710.55
肯特股份,334040.52,3394.87,301591,8412.00,134810.39
六九一二,1000160.00,1750.00,301592,7000.00,250040.00
瑞迪智驱,683353.86,1377.95,301596,5511.81,170838.46
博科测试,362806.89,1472.43,301598,5889.72,90701.72
慧翰股份,1113280.50,1755.00,301600,7015.00,278518.50
惠通科技,469343.68,2997.21,301601,14048.00,100136.81
超研股份,1061400.84,5477.64,301602,42832.96,135736.04
乔锋智能,623363.12,2415.20,301603,12076.00,124672.62
绿联科技,1657979.58,3320.19,301606,41490.98,132674.86
富特科技,514219.49,2359.06,301607,11101.46,109271.65
博实结,728561.13,1780.27,301608,8899.00,145750.70
珂玛科技,2460348.00,6000.00,301611,43600.00,338580.00
新铝时代,681615.72,2397.36,301613,9589.42,170404.35
浙江华业,350480.00,2000.00,301616,8000.00,87620.00
博苑股份,486655.20,2437.33,301617,10280.00,115383.23
长联科技,541617.36,1611.00,301618,6443.99,135404.55
英思特,823696.01,2748.81,301622,11593.19,195302.84
苏州天脉,839258.40,2602.80,301626,11568.00,188833.14
强达电路,596976.34,1884.40,301628,7537.58,149244.48
矽电股份,717208.39,1043.18,301629,4172.73,179302.10
壹连科技,722958.74,1302.83,301631,6529.61,144249.36
港迪技术,386474.88,1392.00,301633,5568.00,96618.72
首航新能,1170309.28,3872.80,301658,41237.11,109910.09
宏工科技,426480.00,1577.63,301662,8000.00,84103.59
泰禾股份,1240650.00,3590.63,301665,45000.00,98993.64
中航成飞,21382137.62,59076.05,302132,267678.24,4718994.87
